#lambda  transmission
      3.46801  2.57978e-16
      3.46831  2.62299e-16
      3.46861  2.77080e-16
      3.46891  2.89923e-16
      3.46921  3.31617e-16
      3.46951  2.81491e-16
      3.46981  2.16382e-16
      3.47011  1.96880e-16
      3.47041  2.16748e-16
      3.47072  2.35620e-16
      3.47102  1.34650e-16
      3.47132  3.87434e-17
      3.47192  4.99473e-18
      3.47222  1.37912e-17
      3.47252  5.54469e-17
      3.47283  8.40725e-17
      3.47313  1.16680e-16
      3.47343  2.40136e-16
      3.47373  4.25010e-16
      3.47403  4.35592e-16
      3.47433  2.28366e-16
      3.47464  8.54688e-17
      3.47494  1.70085e-17
      3.47524  1.08857e-18
      3.47554  3.79143e-18
      3.47584  5.12711e-17
      3.47615  1.29740e-16
      3.47645  1.26086e-16
      3.47675  1.65703e-16
      3.47705  2.06376e-16
      3.47735  1.09090e-16
      3.47796  1.56400e-18
      3.47826  2.69354e-19
      3.47856  2.43293e-17
      3.47887  8.21081e-17
      3.47917  1.38747e-16
      3.47947  1.66499e-16
      3.47977  1.64831e-16
      3.48008  1.02652e-16
      3.48038  4.91388e-17
      3.48068  1.33292e-17
      3.48099  1.99692e-19
      3.48159  1.10020e-18
      3.48189  3.33622e-17
      3.48220  6.15148e-17
      3.48250  1.10497e-16
      3.48280  3.22271e-16
      3.48311  5.93546e-16
      3.48341  6.08925e-16
      3.48371  4.47269e-16
      3.48402  2.66283e-16
      3.48432  1.34056e-16
      3.48462  3.94736e-17
      3.48523  2.72570e-17
      3.48554  1.07664e-16
      3.48584  1.85311e-16
      3.48614  3.16352e-16
      3.48645  5.67488e-16
      3.48675  5.73117e-16
      3.48705  3.27469e-16
      3.48736  1.61493e-16
      3.48766  6.18127e-17
      3.48797  2.41284e-18
      3.48827  1.53286e-18
      3.48857  7.67115e-19
      3.48888  5.92531e-18
      3.48918  5.36267e-17
      3.48949  1.09711e-16
      3.48979  1.64686e-16
      3.49010  1.85146e-16
      3.49040  1.79591e-16
      3.49071  1.88780e-16
      3.49101  2.13935e-16
      3.49132  2.33529e-16
      3.49162  2.92167e-16
      3.49193  5.83821e-16
      3.49223  1.08241e-15
      3.49253  2.00882e-15
      3.49284  2.25598e-15
      3.49314  1.42199e-15
      3.49345  5.19508e-16
      3.49375  2.73720e-16
      3.49406  2.96443e-16
      3.49437  1.72728e-16
      3.49467  7.43811e-17
      3.49498  1.09477e-16
      3.49528  2.45190e-16
      3.49559  3.51009e-16
      3.49589  3.68217e-16
      3.49620  3.62741e-16
      3.49650  3.87608e-16
      3.49681  4.29438e-16
      3.49711  4.99120e-16
      3.49742  5.48259e-16
      3.49773  6.03311e-16
      3.49803  7.07077e-16
      3.49834  8.91443e-16
      3.49864  1.27079e-15
      3.49895  1.54581e-15
      3.49926  1.74929e-15
      3.49956  2.29445e-15
      3.49987  3.29060e-15
      3.50017  3.53694e-15
      3.50048  3.66937e-15
      3.50079  4.49356e-15
      3.50109  5.23847e-15
      3.50140  5.43164e-15
      3.50171  5.11407e-15
      3.50201  4.62729e-15
      3.50232  4.32320e-15
      3.50263  4.37720e-15
      3.50293  4.47398e-15
      3.50324  4.56508e-15
      3.50355  3.97187e-15
      3.50385  3.45410e-15
      3.50416  4.56405e-15
      3.50447  4.56380e-15
      3.50478  3.01718e-15
      3.50508  3.01567e-15
      3.50539  3.86333e-15
      3.50570  4.49079e-15
      3.50600  5.03640e-15
      3.50631  5.65715e-15
      3.50662  5.99728e-15
      3.50693  5.56626e-15
      3.50723  4.81373e-15
      3.50754  5.07689e-15
      3.50785  5.40994e-15
      3.50816  4.74593e-15
      3.50846  3.92308e-15
      3.50877  3.32116e-15
      3.50908  2.82082e-15
      3.50939  2.33621e-15
      3.50970  1.73426e-15
      3.51000  1.17168e-15
      3.51031  9.67278e-16
      3.51062  1.08605e-15
      3.51093  1.02898e-15
      3.51124  8.38395e-16
      3.51154  8.81518e-16
      3.51185  1.05262e-15
      3.51216  1.03947e-15
      3.51247  9.91433e-16
      3.51278  9.63658e-16
      3.51309  1.08921e-15
      3.51339  1.35993e-15
      3.51370  1.44248e-15
      3.51401  1.32275e-15
      3.51432  1.11410e-15
      3.51463  8.72674e-16
      3.51494  6.99192e-16
      3.51525  5.98672e-16
      3.51556  4.92244e-16
      3.51587  3.73075e-16
      3.51617  4.72849e-16
      3.51648  1.06328e-15
      3.51679  1.73543e-15
      3.51710  2.24323e-15
      3.51741  2.57915e-15
      3.51772  2.58370e-15
      3.51803  2.46395e-15
      3.51834  2.17035e-15
      3.51865  2.00733e-15
      3.51896  2.08692e-15
      3.51927  2.59826e-15
      3.51958  2.82420e-15
      3.51989  2.58351e-15
      3.52020  2.23645e-15
      3.52051  1.93755e-15
      3.52082  1.57791e-15
      3.52113  1.34300e-15
      3.52144  1.59222e-15
      3.52175  1.74987e-15
      3.52206  1.74940e-15
      3.52237  1.94870e-15
      3.52268  2.35976e-15
      3.52299  2.66283e-15
      3.52330  2.77428e-15
      3.52361  2.61713e-15
      3.52392  2.43997e-15
      3.52423  2.56463e-15
      3.52454  2.97110e-15
      3.52485  2.93658e-15
      3.52516  2.32263e-15
      3.52547  1.81703e-15
      3.52578  1.36047e-15
      3.52609  1.02148e-15
      3.52640  8.61798e-16
      3.52671  5.19704e-16
      3.52703  2.28269e-16
      3.52734  3.49767e-16
      3.52765  5.53262e-16
      3.52796  6.64821e-16
      3.52827  7.96982e-16
      3.52858  9.64486e-16
      3.52889  1.13542e-15
      3.52920  1.15716e-15
      3.52952  1.07027e-15
      3.52983  1.06043e-15
      3.53014  9.73087e-16
      3.53045  7.36305e-16
      3.53076  5.61740e-16
      3.53107  5.31905e-16
      3.53139  7.08755e-16
      3.53170  9.63636e-16
      3.53201  1.09651e-15
      3.53232  1.03801e-15
      3.53263  7.35382e-16
      3.53294  4.71893e-16
      3.53326  5.95034e-16
      3.53357  8.90978e-16
      3.53388  9.83596e-16
      3.53419  9.92575e-16
      3.53451  1.14540e-15
      3.53482  1.38504e-15
      3.53513  1.48574e-15
      3.53544  1.42208e-15
      3.53576  1.37541e-15
      3.53607  1.34199e-15
      3.53638  1.22092e-15
      3.53669  1.20811e-15
      3.53701  1.57068e-15
      3.53732  2.13244e-15
      3.53763  2.69387e-15
      3.53794  3.11963e-15
      3.53826  3.21513e-15
      3.53857  2.84693e-15
      3.53888  2.30023e-15
      3.53920  1.76247e-15
      3.53951  1.42768e-15
      3.53982  1.55503e-15
      3.54014  1.72981e-15
      3.54045  1.45650e-15
      3.54076  1.80904e-15
      3.54108  2.96208e-15
      3.54139  3.91647e-15
      3.54170  4.06331e-15
      3.54202  3.69318e-15
      3.54233  3.26685e-15
      3.54264  3.63154e-15
      3.54296  5.19558e-15
      3.54327  6.53588e-15
      3.54359  7.87884e-15
      3.54390  9.17707e-15
      3.54421  9.82534e-15
      3.54453  1.04787e-14
      3.54484  1.15843e-14
      3.54516  1.26740e-14
      3.54547  1.34702e-14
      3.54578  1.32577e-14
      3.54610  1.29795e-14
      3.54641  1.33088e-14
      3.54673  1.35651e-14
      3.54704  1.34221e-14
      3.54736  1.38130e-14
      3.54767  1.37147e-14
      3.54799  1.30572e-14
      3.54830  1.34083e-14
      3.54862  1.47855e-14
      3.54893  1.51743e-14
      3.54925  1.54220e-14
      3.54956  1.65656e-14
      3.54988  1.80673e-14
      3.55019  2.02470e-14
      3.55051  2.20399e-14
      3.55082  2.16285e-14
      3.55114  1.97638e-14
      3.55145  1.92692e-14
      3.55177  1.92458e-14
      3.55208  2.04926e-14
      3.55240  2.85698e-14
      3.55271  4.13687e-14
      3.55303  5.25246e-14
      3.55334  6.53437e-14
      3.55366  7.63358e-14
      3.55398  7.84442e-14
      3.55429  7.73966e-14
      3.55461  7.58130e-14
      3.55492  7.49256e-14
      3.55524  7.28795e-14
      3.55556  6.58645e-14
      3.55587  5.72600e-14
      3.55619  5.07043e-14
      3.55650  4.86330e-14
      3.55682  4.54367e-14
      3.55714  4.17569e-14
      3.55745  3.35473e-14
      3.55777  2.50261e-14
      3.55809  2.18539e-14
      3.55840  3.31722e-14
      3.55872  5.34846e-14
      3.55904  7.47202e-14
      3.55935  9.64333e-14
      3.55967  1.17330e-13
      3.55999  1.36527e-13
      3.56030  1.54848e-13
      3.56062  1.71197e-13
      3.56094  1.87705e-13
      3.56125  2.04252e-13
      3.56157  2.08592e-13
      3.56189  2.13208e-13
      3.56221  2.22124e-13
      3.56252  2.17858e-13
      3.56284  2.07490e-13
      3.56316  1.99143e-13
      3.56347  1.92596e-13
      3.56379  1.81636e-13
      3.56411  1.53218e-13
      3.56443  1.36772e-13
      3.56474  1.35277e-13
      3.56506  1.26609e-13
      3.56538  1.18944e-13
      3.56570  1.20322e-13
      3.56602  1.20184e-13
      3.56633  1.22737e-13
      3.56665  1.30873e-13
      3.56697  1.21650e-13
      3.56729  9.29708e-14
      3.56761  6.26343e-14
      3.56792  4.61231e-14
      3.56824  5.08780e-14
      3.56856  7.09589e-14
      3.56888  8.61983e-14
      3.56920  8.14964e-14
      3.56952  8.19977e-14
      3.56983  9.19057e-14
      3.57015  1.02204e-13
      3.57047  1.17403e-13
      3.57079  1.40446e-13
      3.57111  1.55535e-13
      3.57143  1.64765e-13
      3.57175  1.72966e-13
      3.57207  1.58933e-13
      3.57239  1.27775e-13
      3.57270  9.92652e-14
      3.57302  8.11339e-14
      3.57334  7.52890e-14
      3.57366  7.51031e-14
      3.57398  7.82755e-14
      3.57430  8.31451e-14
      3.57462  8.25090e-14
      3.57494  7.58788e-14
      3.57526  7.60386e-14
      3.57558  8.63367e-14
      3.57590  1.03016e-13
      3.57622  1.14857e-13
      3.57654  1.24112e-13
      3.57686  1.40591e-13
      3.57718  1.49077e-13
      3.57750  1.51117e-13
      3.57782  1.74421e-13
      3.57814  2.38862e-13
      3.57846  3.38571e-13
      3.57878  4.05898e-13
      3.57910  4.27749e-13
      3.57942  4.42549e-13
      3.57974  4.48415e-13
      3.58006  4.44367e-13
      3.58038  4.11120e-13
      3.58070  3.45917e-13
      3.58102  2.83853e-13
      3.58134  2.41363e-13
      3.58166  2.05658e-13
      3.58198  1.69263e-13
      3.58230  1.36419e-13
      3.58262  1.18703e-13
      3.58295  1.39718e-13
      3.58327  1.87208e-13
      3.58359  2.36375e-13
      3.58391  3.06501e-13
      3.58423  4.17551e-13
      3.58455  5.40896e-13
      3.58487  5.85648e-13
      3.58519  5.64883e-13
      3.58551  6.92608e-13
      3.58584  9.12389e-13
      3.58616  1.11988e-12
      3.58648  1.42067e-12
      3.58680  1.81449e-12
      3.58712  2.15709e-12
      3.58744  2.28988e-12
      3.58777  2.26124e-12
      3.58809  2.40445e-12
      3.58841  2.92548e-12
      3.58873  3.65800e-12
      3.58905  3.90072e-12
      3.58938  3.59562e-12
      3.58970  3.11434e-12
      3.59002  2.90766e-12
      3.59034  3.04143e-12
      3.59066  3.08860e-12
      3.59099  2.91355e-12
      3.59131  2.60891e-12
      3.59163  2.35755e-12
      3.59195  2.28754e-12
      3.59228  2.41493e-12
      3.59260  2.84362e-12
      3.59292  3.59446e-12
      3.59324  4.52493e-12
      3.59357  5.70715e-12
      3.59389  7.21829e-12
      3.59421  9.18244e-12
      3.59454  1.14463e-11
      3.59486  1.34681e-11
      3.59518  1.43031e-11
      3.59551  1.41040e-11
      3.59583  1.43932e-11
      3.59615  1.51467e-11
      3.59648  1.58569e-11
      3.59680  1.72381e-11
      3.59712  1.85760e-11
      3.59745  1.84512e-11
      3.59777  1.75344e-11
      3.59809  1.65305e-11
      3.59842  1.57297e-11
      3.59874  1.51641e-11
      3.59906  1.46021e-11
      3.59939  1.36489e-11
      3.59971  1.21924e-11
      3.60004  1.06073e-11
      3.60036  9.55935e-12
      3.60068  9.08621e-12
      3.60101  8.87563e-12
      3.60133  9.48017e-12
      3.60166  1.13096e-11
      3.60198  1.36116e-11
      3.60231  1.59565e-11
      3.60263  1.81527e-11
      3.60295  1.93391e-11
      3.60328  1.93346e-11
      3.60360  1.86427e-11
      3.60393  1.80672e-11
      3.60425  1.85972e-11
      3.60458  2.00691e-11
      3.60490  2.15026e-11
      3.60523  2.19259e-11
      3.60555  2.24736e-11
      3.60588  2.33923e-11
      3.60620  2.34131e-11
      3.60653  2.25312e-11
      3.60685  2.15632e-11
      3.60718  2.07770e-11
      3.60750  1.97488e-11
      3.60783  1.83649e-11
      3.60815  1.69714e-11
      3.60848  1.58707e-11
      3.60881  1.49614e-11
      3.60913  1.49123e-11
      3.60946  1.60734e-11
      3.60978  1.75484e-11
      3.61011  1.90559e-11
      3.61043  2.06182e-11
      3.61076  2.16201e-11
      3.61109  2.19709e-11
      3.61141  2.23663e-11
      3.61174  2.26238e-11
      3.61206  2.25157e-11
      3.61239  2.16702e-11
      3.61272  2.02128e-11
      3.61304  1.88559e-11
      3.61337  1.80231e-11
      3.61370  1.78194e-11
      3.61402  1.85943e-11
      3.61435  2.01200e-11
      3.61468  2.18020e-11
      3.61500  2.29944e-11
      3.61533  2.35545e-11
      3.61566  2.38812e-11
      3.61598  2.39695e-11
      3.61631  2.43721e-11
      3.61664  2.61857e-11
      3.61696  2.85474e-11
      3.61729  3.02065e-11
      3.61762  3.13026e-11
      3.61794  3.23471e-11
      3.61827  3.33690e-11
      3.61860  3.49469e-11
      3.61893  3.62861e-11
      3.61925  3.66945e-11
      3.61958  3.65585e-11
      3.61991  3.65824e-11
      3.62024  3.61635e-11
      3.62056  3.40071e-11
      3.62089  2.98265e-11
      3.62122  2.72738e-11
      3.62155  2.70708e-11
      3.62188  2.67458e-11
      3.62220  2.67410e-11
      3.62253  2.75726e-11
      3.62286  2.87443e-11
      3.62319  3.01169e-11
      3.62352  3.16285e-11
      3.62384  3.29287e-11
      3.62417  3.39157e-11
      3.62450  3.48390e-11
      3.62483  3.56277e-11
      3.62516  3.59245e-11
      3.62549  3.49001e-11
      3.62582  3.31871e-11
      3.62614  3.20434e-11
      3.62647  3.18148e-11
      3.62680  3.19619e-11
      3.62713  3.16343e-11
      3.62746  3.08980e-11
      3.62779  3.06827e-11
      3.62812  3.14134e-11
      3.62845  3.22754e-11
      3.62878  3.25679e-11
      3.62911  3.31485e-11
      3.62943  3.37077e-11
      3.62976  3.24264e-11
      3.63009  3.04955e-11
      3.63042  2.79992e-11
      3.63075  2.41075e-11
      3.63108  2.01443e-11
      3.63141  1.79508e-11
      3.63174  1.77417e-11
      3.63207  1.90324e-11
      3.63240  2.10338e-11
      3.63273  2.35370e-11
      3.63306  2.66703e-11
      3.63339  2.88731e-11
      3.63372  2.98241e-11
      3.63405  3.11346e-11
      3.63438  3.18801e-11
      3.63471  3.16069e-11
      3.63504  3.14925e-11
      3.63537  3.16757e-11
      3.63570  3.17298e-11
      3.63603  3.19023e-11
      3.63636  3.28607e-11
      3.63669  3.47294e-11
      3.63702  3.71102e-11
      3.63736  3.95208e-11
      3.63769  4.08153e-11
      3.63802  4.11332e-11
      3.63835  4.13079e-11
      3.63868  4.11091e-11
      3.63901  3.98834e-11
      3.63934  3.79040e-11
      3.63967  3.60705e-11
      3.64000  3.49086e-11
      3.64033  3.46627e-11
      3.64067  3.51190e-11
      3.64100  3.59915e-11
      3.64133  3.70051e-11
      3.64166  3.77721e-11
      3.64199  3.79618e-11
      3.64232  3.80778e-11
      3.64266  3.81071e-11
      3.64299  3.73421e-11
      3.64332  3.54895e-11
      3.64365  3.30488e-11
      3.64398  3.02331e-11
      3.64431  2.70417e-11
      3.64465  2.42153e-11
      3.64498  2.21979e-11
      3.64531  2.06167e-11
      3.64564  1.87185e-11
      3.64598  1.66449e-11
      3.64631  1.48825e-11
      3.64664  1.39479e-11
      3.64697  1.34024e-11
      3.64731  1.25649e-11
      3.64764  1.20445e-11
      3.64797  1.18127e-11
      3.64830  1.10018e-11
      3.64864  9.94772e-12
      3.64897  9.34156e-12
      3.64930  8.96606e-12
      3.64964  8.71000e-12
      3.64997  8.45384e-12
      3.65030  8.49734e-12
      3.65063  8.82393e-12
      3.65097  9.16614e-12
      3.65130  9.56261e-12
      3.65163  1.01468e-11
      3.65197  1.10425e-11
      3.65230  1.15388e-11
      3.65263  1.09193e-11
      3.65297  1.06158e-11
      3.65330  1.08873e-11
      3.65364  1.08021e-11
      3.65397  1.01273e-11
      3.65430  9.05748e-12
      3.65464  7.62039e-12
      3.65497  6.50777e-12
      3.65530  6.22557e-12
      3.65564  5.88663e-12
      3.65597  5.15112e-12
      3.65631  4.57056e-12
      3.65664  4.34571e-12
      3.65698  4.45474e-12
      3.65731  4.60031e-12
      3.65764  4.59553e-12
      3.65798  4.43994e-12
      3.65831  4.13345e-12
      3.65865  3.79201e-12
      3.65898  3.66773e-12
      3.65932  3.59673e-12
      3.65965  3.45541e-12
      3.65999  3.38384e-12
      3.66032  3.36451e-12
      3.66066  3.32053e-12
      3.66099  3.32625e-12
      3.66133  3.42482e-12
      3.66166  3.30134e-12
      3.66200  3.11882e-12
      3.66233  3.07119e-12
      3.66267  2.93857e-12
      3.66300  2.78858e-12
      3.66334  2.86770e-12
      3.66367  3.06326e-12
      3.66401  3.14338e-12
      3.66435  2.98774e-12
      3.66468  2.60326e-12
      3.66502  2.19929e-12
      3.66535  2.15878e-12
      3.66569  2.17660e-12
      3.66603  1.80392e-12
      3.66636  1.51046e-12
      3.66670  1.47025e-12
      3.66703  1.42830e-12
      3.66737  1.35288e-12
      3.66771  1.28381e-12
      3.66804  1.20722e-12
      3.66838  1.06983e-12
      3.66872  8.55416e-13
      3.66905  6.88285e-13
      3.66939  6.01697e-13
      3.66972  5.32878e-13
      3.67006  4.64034e-13
      3.67040  3.91933e-13
      3.67074  3.12283e-13
      3.67107  2.32606e-13
      3.67141  1.65395e-13
      3.67175  1.32836e-13
      3.67208  1.27739e-13
      3.67242  1.16738e-13
      3.67276  1.03060e-13
      3.67309  8.62565e-14
      3.67343  8.29755e-14
      3.67377  9.28730e-14
      3.67411  1.01544e-13
      3.67444  1.04839e-13
      3.67478  9.90320e-14
      3.67512  9.47032e-14
      3.67546  9.20268e-14
      3.67579  8.98190e-14
      3.67613  9.49013e-14
      3.67647  1.11403e-13
      3.67681  1.32952e-13
      3.67715  1.48579e-13
      3.67748  1.60975e-13
      3.67782  1.84928e-13
      3.67816  2.19900e-13
      3.67850  2.61015e-13
      3.67884  3.05772e-13
      3.67918  3.40626e-13
      3.67951  3.66244e-13
      3.67985  4.23658e-13
      3.68019  5.25708e-13
      3.68053  6.19334e-13
      3.68087  7.15562e-13
      3.68121  8.18845e-13
      3.68155  9.02772e-13
      3.68189  9.66738e-13
      3.68222  1.07548e-12
